Domains,Revenue,Employees,Industry,Class,Discover - Events,Discover - Overall Score,Event Count
digia.com,186676,1426,Software,1,"Date: 28/09/2023
Type: acquires
Event: Digia Plc acquired Topofminds on Sep 20th '23.
URL: https://www.climber.se/digia-acquires-top-of-minds

Date: 07/09/2023
Type: Signs New Client
Event: Digia Plc signs new client Puolustusvoimat.
URL: https://www.marketscreener.com/quote/stock/DIGIA-OYJ-1412550/news/Digia-Oyj-The-Finnish-Defence-Forces-selected-Digia-as-the-EUR-12-million-Network-Information-Syst-44792100/

Date: 25/04/2023
Type: Signs New Client
Event: Digia Plc signs new client Apetit Plc.
URL: https://digia.com/en/actual/news/apetit-plc-renews-its-strategically-significant-erp-system--digia-plc-as-a-partner

Date: 12/04/2023
Type: Recognized As
Event: Digia Plc recognized as Microsoft Dynamics 365 expert services provider.
URL: https://digia.com/en/actual/news/digia-achieves-victory-in-crm-competitive-tender--contract-worth-eur-9-million",Good,4
migrationsverket.se,93155,930,Government,1,"Type: *** Discover Insider ***
Event: Head Of IT Security Unit of Migrationsverket, is interested in Microsoft 365 Backup For Dummies in Sweden.


Date: 23/02/2023
Type: Has Issues With
Event: Migrationsverket has issues with criticism about the control of documents.
URL: https://www.schengenvisainfo.com/news/sweden-plans-to-facilitate-residence-permit-applications-for-intl-students-researchers-from-visa-free-countries/",Good,1
ipsos.com,2264477,18257,Business Services,1,"Type: *** Discover Insider ***
Event: C Level of Ipsos told us they were looking into ' Data protection against Cyberthreats.


Date: 23/10/2023
Type: Hires
Event: Ipsos Company hires Damian Loscher as CEO and country manager.
URL: https://www.adworld.ie/2023/10/24/global-research-giant-ipsos-acquires-ba/

Date: 23/10/2023
Type: Acquires
Event: Ipsos Company acquires Behaviour & Attitudes.
URL: https://www.louisianalifestyleguide.com/article/663881285-with-the-acquisition-of-behaviour-attitudes-b-a-ipsos-becomes-the-market-research-leader-in-ireland

Date: 18/10/2023
Type: Launches
Event: Ipsos Company launched Ipsos RISE on Oct 20th '23.
URL: https://martechedge.com/news/introducing-ipsos-rise-first-of-its-kind-ai-powered-insights-platform-for-modern-brand-risk-and-reputation-management

Date: 16/10/2023
Type: Launches
Event: Ipsos Company launches Effie South Africa Trends Research Report.
URL: https://themediaonline.co.za/2023/10/effie-south-africa-and-ipsos-launch-trends-report/

Date: 16/10/2023
Type: Partners With
Event: Effie Awards South Africa partners with Ipsos Company.
URL: https://www.mediaupdate.co.za/marketing/154915/effie-south-africa-and-ipsos-present-2023-effie-trends-research-report",Excellent,5
socomec.com,841870,3100,Manufacturing,1,"Type: *** Discover Insider ***
Event: IT Manager APAC of Socomec, is interested in Conversational Geek: Azure Backup Best Practices - whitepaper in Singapore.


Date: 05/04/2023
Type: Launches
Event: Socomec Group launched compact and efficient system for uninterruptible power supply, or UPS on Apr 6th '23.
URL: https://www.pveurope.eu/solar-storage/critical-storage-infrastructure-socomec-shows-new-ups-solution-it-centres",Good,1
cliffordchance.com,1088679,6400,Law Firms & Legal Services,1,"Type: *** Discover Insider ***
Event: Director of Cliffordchance told us they were looking into ' Compliance or regulatory.
",Excellent,0
finavia.fi,404154,2038,Transportation,1,"Date: 29/09/2023
Type: launches
Event: Finavia Corporation launches ten retail concepts at Helsinki Airport.
URL: https://www.moodiedavittreport.com/revamped-helsinki-airport-boosts-retail-line-up-with-store-openings/

Date: 26/09/2023
Type: Receives Financing
Event: Finavia Corporation receives financing of $10.1M in EU funding.
URL: https://www.finavia.fi/en/newsroom/2023/helsinki-airports-historical-development-programme-has-been-successfully-completed

Date: 01/09/2023
Type: Partners With
Event: Finnish Border Guard partners with Finavia Corporation.
URL: https://www.nativeplanet.com/news/world-first-test-finland-tests-digital-passports-for-easier-travel-009111.html

Date: 27/06/2023
Type: Launches
Event: Finavia Corporation launched security screening at Helsinki-Vantaa on Jun 27th '23.
URL: https://www.helsinkitimes.fi/themes/themes/travel/23795-finavia-facilitates-air-travel-passengers-allowed-to-carry-two-liters-of-liquids-through-helsinki-vantaa-security-check.html

Date: 15/06/2023
Type: Partners With
Event: Finavia Corporation partnered with Aircraft Interiors International on Jan 1st '17.
URL: https://www.finavia.fi/en/newsroom/2023/historic-moment-electric-aircraft-lands-turku-airport-first-time",Excellent,5
sobi.com,1614299,1791,Manufacturing,1,"Type: *** Discover Insider ***
Event: VP Global Head Of Communication of Sobi told us they were looking into ' Device Chaos within the next ['7 to 9 Months'].
",Excellent,0
soitec.com,910337,1750,Manufacturing,1,"Type: *** Discover Insider ***
Event: Chief Executive Officer of Soitec told us they were looking into ' On boarding new employees within the next ['4 to 6 Months'].


Date: 31/10/2023
Type: Invests Into Assets
Event: Soitec Group will invest into assets: plant in the amount of $424M on Dec 1st '23.
URL: https://fortune.com/2023/11/01/singapore-keeps-pace-chipmaking-race-semiconductor-globalfoundries-investment/

Date: 20/07/2023
Type: Invests Into Assets
Event: Soitec Group invested into assets: wafer fabrication plant in the amount of $593M in Singapore, Singapore on Jul 1st '22.
URL: https://anradus.com.sg/blog-post/singapore/20230721-sg/

Date: 25/04/2023
Type: Is Developing
Event: Soitec Group is developing 5G smartphone filters.
URL: https://finance.yahoo.com/news/soitec-sawnics-announce-process-design-163800511.html

Date: 24/04/2023
Type: Partners With
Event: STMicroelectronics partners with Soitec Group.
URL: https://www.eetimes.com/how-stmicro-strategizes-sic-to-power-the-future-of-evs/

Date: 26/02/2023
Type: Invests Into Assets
Event: Soitec Group invests into assets: wafer plant in the amount of $430M in Singapore, Singapore.
URL: https://asia.nikkei.com/Business/Tech/Semiconductors/Chip-industry-doubles-down-on-Singapore-as-production-hub",Excellent,5
kiabi.com,2288500,9910,Education,1,"Type: *** Discover Insider ***
Event: Director of Kiabi told us they were looking into ' Organizational change.
",Excellent,0
metro.fr,23515,391,Retail,1,,Good,0
roullier.com,2157537,10000,Manufacturing,1,"Type: *** Discover Insider ***
Event: Manager Information Technology of Roullier told us they were looking into 'Data protection against Cyberthreats within the next 6 - 9 months.
",Good,0
andros.fr,230982,2956,Manufacturing,1,"Type: *** Discover Insider ***
Event: C Level of Andros told us they were looking into ' Backup/recovery performance unacceptable .
",Good,0
paprec.com,5116683,10000,"Energy, Utilities & Waste",1,,Good,0
sacem.fr,227575,571,Media & Internet,1,,Good,0
hr-path.com,125000,953,Business Services,1,"Type: *** Discover Insider ***
Event: Directeur Infrastructure of Hr Path told us they were looking into 'Compliance or regulatory within the next 9 - 12 months.
",Good,0
savoye.com,169069,800,Business Services,1,,Good,0
fraikin.com,846134,2800,Consumer Services,1,"Date: 03/03/2023
Type: hires
Event: FRAIKIN Group hires Regan Greeff.
URL: https://www.transportengineer.org.uk/transport-engineer-news/fraikin-appoints-technology-solutions-manager-1/250292/",Good,1
ogf.fr,1017643,5687,Consumer Services,1,,Good,0
slu.se,350308,2660,Construction,1,,Good,0
kuhn.com,1260492,5194,Manufacturing,1,"Date: 12/10/2023
Type: launches
Event: Kuhn Sas launches FC 3515 model.
URL: https://www.ruralnewsgroup.co.nz/rural-news/rural-machinery-products/new-cultivator-rips-things-up

Date: 12/10/2023
Type: Launches
Event: Kuhn Sas launches FC 3515 model that offers a working width of 3.5m..
URL: https://www.ruralnewsgroup.co.nz/rural-news/rural-machinery-products/fendt-extends-vario-range

Date: 18/08/2023
Type: Launches
Event: Kuhn Sas launches FC 3155 TLR and FC 3555 TLR models.
URL: https://www.ruralnewsgroup.co.nz/rural-news/rural-machinery-products/the-perfect-turn

Date: 06/07/2023
Type: Launches
Event: Kuhn Sas launches 12.5 metre working width model in OPTIMER range for use in CTF.
URL: https://www.kuhn.com/en/node/104739",Good,4
verallia.com,2683450,10000,Manufacturing,1,"Date: 20/11/2023
Type: launches
Event: Verallia Group launched Ecova on Nov 20th '08.
URL: https://wineindustryadvisor.com/2023/11/20/glass-reimagined-towards-a-carbon-free-wine-packaging-era

Date: 16/11/2023
Type: Expands Facilities
Event: Verallia Group expands facilities to Cognac.
URL: https://www.glass-international.com/news/verallia-france-plots-syngas-production-at-cognac-glass-site

Date: 06/11/2023
Type: Acquires
Event: Verallia Group acquires Ecolabora.
URL: https://www.glassonline.com/verallia-purchases-five-cullet-treatment-centres-from-santaolalla-group/

Date: 19/07/2023
Type: Launches
Event: Verallia Group launches reusable pool for wine bottles.
URL: https://www.beverage-world.com/en/newsdetail/verallia-launches-reusable-pool-for-wine-bottles

Date: 25/05/2023
Type: Invests Into Assets
Event: Verallia Group invests into assets: production sites in the amount of $64.4M.
URL: https://www.packagingworldinsights.com/news/verallia-invests-in-end-to-end-packaging-solutions/",Good,5
somfy.com,1644488,6500,Manufacturing,1,"Date: 11/10/2023
Type: integrates_with
Event: Somfy Group integrated with Apple Inc. on Sep 12th '23.
URL: https://www.channelnews.com.au/somfy-zigbee-products-gain-apple-home-certification/

Date: 05/06/2023
Type: Partners With
Event: Ontario Screen Systems Inc. partners with Somfy Group.
URL: https://phantomscreens.ca/blogs/whitby-ontario-success-story/

Date: 18/05/2023
Type: Launches
Event: Somfy Group launched magnetic charging options for V2 Li-ion Embedded Motors and Li-ion External Battery Pack on May 22nd '23.
URL: https://www.residentialsystems.com/technology/lighting-shades/somfy-releases-magnetic-charging-option-for-li-ion-motors-and-battery-pack-products

Date: 01/03/2023
Type: Launches
Event: Somfy Group launches Wirefree Li-ion Solar Panel.
URL: https://www.twice.com/product/product-spotlight/smart-home/somfy-launches-wirefree-li-ion-solar-panel-to-consumers

Date: 31/12/2022
Type: Launches
Event: Somfy Group launched Sonesse ULTRA 30 WireFree Zigbee Li-Ion motor on Jan 1st '20.
URL: https://www.grandviewresearch.com/press-release/global-external-blinds-market",Good,5
northvolt.com,908878,3000,Manufacturing,1,"Date: 22/11/2023
Type: partners_with
Event: Northvolt AB partnered with Altris AB on Jan 1st '15.
URL: https://www.pv-magazine.com/2023/11/22/northvolt-unveils-160-wh-kg-sodium-ion-battery/

Date: 21/11/2023
Type: Is Developing
Event: Northvolt AB is developing sodium-ion battery cells generation on Nov 21st '23.
URL: https://www.thedailyupside.com/industries/electric-vehicles/northvolt-develops-new-lithium-free-battery-to-rival-precious-earth-metal-ones/

Date: 21/11/2023
Type: Is Developing
Event: Northvolt AB is developing 'breakthrough' 160 Wh/kg sodium-ion battery for energy storage.
URL: https://www.energy-storage.news/northvolt-and-altris-develop-breakthrough-160-wh-kg-sodium-ion-battery-for-energy-storage/

Date: 21/11/2023
Type: Launches
Event: Northvolt AB launched state-of-the-art sodium-ion battery on Nov 21st '23.
URL: https://northvolt.com/articles/northvolt-sodium-ion/

Date: 20/11/2023
Type: Launches
Event: Northvolt AB launches sodium-ion cell technology amid EV demand surge.
URL: https://www.thenationalnews.com/business/energy/2023/11/21/swedens-northvolt-unveils-new-sodium-ion-cell-technology-amid-ev-demand-surge/",Good,5
primetals.com,1291813,7000,Construction,1,"Date: 07/12/2023
Type: receives_award
Event: Primetals Technologies Austria GmbH received award National Prize for Innovation on Nov 8th '23.
URL: https://www.webwire.com/ViewPressRel.asp?aId=315217

Date: 15/11/2023
Type: Partners With
Event: Primetals Technologies Austria GmbH partnered with BGH Edelstahlwerke GmbH on Oct 16th '23.
URL: https://www.marketscreener.com/quote/stock/MITSUBISHI-HEAVY-INDUSTRI-6491254/news/Mitsubishi-Heavy-Industries-Industrial-Machinery-44830925/

Date: 05/09/2023
Type: Invests Into Assets
Event: Primetals Technologies Austria GmbH invested into assets: cutting technology assets on Aug 1st '23.
URL: https://www.webwire.com/ViewPressRel.asp?aId=310606

Date: 29/08/2023
Type: Signs New Client
Event: Primetals Technologies Austria GmbH signed new client ArcelorMittal on Jul 30th '23.
URL: https://www.webwire.com/ViewPressRel.asp?aId=310284

Date: 10/08/2023
Type: Partners With
Event: Primetals Technologies Austria GmbH partnered with Aluminium Federation Limited on Sep 6th '23.
URL: https://alfed.org.uk/alfed-member-news-primetals-technologies-celebrating-50-years-of-leading-aluminium-strip-shape-measurement-technology/",Good,5
sixt.com,2684342,6399,Consumer Services,1,"Type: *** Discover Insider ***
Event: Director of Sixt told us they were looking into ' Backup for O365.


Date: 02/08/2023
Type: Recognized As
Event: Sixt Rent a Car recognized as Best Family-Friendly Car Rental Company at 2023 Wherever Awards on Jan 1st '23.
URL: https://www.sixt.com/magazine/travel/babymoons-texas

Date: 31/07/2023
Type: Partners With
Event: dance.co partnered with Sixt Rent a Car on Aug 1st '23.
URL: https://dance.co/posts/dance-sixt-collaboration

Date: 28/06/2023
Type: Partners With
Event: Galatasaray partnered with Sixt Rent a Car on Jun 28th '23.
URL: https://www.insideworldfootball.com/2023/06/28/galatasaray-renew-sixt-shirt-sponsorship-5-year-e100m-deal/

Date: 27/06/2023
Type: Partners With
Event: Galatasarayshop partners with Sixt Rent a Car.
URL: https://www.insideworldfootball.com/2023/06/28/galatasaray-renew-sixt-shirt-sponsorship-5-year-e100m-deal

Date: 01/06/2023
Type: Hires
Event: Sixt Rent a Car hires Glass Beach.
URL: https://bestlifeonline.com/blue-water-vacation-us/",Excellent,5
mhp.com,799955,4000,Business Services,1,"Date: 19/11/2023
Type: partners_with
Event: Sustain partners with MHP.
URL: https://finance.yahoo.com/news/sustain-life-partners-mhp-porsche-140000458.html

Date: 30/10/2023
Type: Recognized As
Event: MHP recognized as Salesforce Crest consulting partner on Oct 31st '23.
URL: https://www.mhp.com/en/insights/newsroom/news-detail/view/next-level-in-the-salesforce-partner-programme

Date: 17/10/2023
Type: Recognized As
Event: MHP recognized as top 20 in the CHIP IT Consultants ranking for 2023.
URL: https://www.mhp.com/en/insights/newsroom/news-detail/view/mhp-breaks-into-the-top-20-it-service-providers-for-2023

Date: 12/09/2023
Type: Hires
Event: MHP hires Markus Wambach as managing director.
URL: https://www.mhp.com/en/insights/newsroom/news-detail/view/markus-wambach-new-mhp-coo-as-of-january-1st-2024

Date: 05/07/2023
Type: Hires
Event: MHP hires Stephan Baier as circle of partners.
URL: https://www.mhp.com/en/insights/newsroom/news-detail/view/stephan-baier-joins-mhp-circle-of-partners",Good,5
dbschenker.com,25015730,76600,Transportation,1,"Type: *** Discover Insider ***
Event: Director of Dbschenker told us they were looking into ' Hardware refresh.


Date: 05/12/2023
Type: Hires
Event: DB Schenker Group hires Niklas Wilmking as Global Board Member.
URL: https://postandparcel.info/154633/news/db-schenker-appoints-niklas-wilmking-as-global-board-member-for-contract-logistics/

Date: 05/12/2023
Type: Leaves
Event: Hessel Verhage will leave DB Schenker Group on Jan 1st '24.
URL: https://postandparcel.info/154633/news/db-schenker-appoints-niklas-wilmking-as-global-board-member-for-contract-logistics/

Date: 04/12/2023
Type: Hires
Event: DB Schenker Group hired Verhage as CEO of Americas region on Jan 1st '19.
URL: https://theloadstar.com/niklas-wilmking-tipped-for-db-schenker-new-contract-logistics-chief/

Date: 28/11/2023
Type: Partners With
Event: DB Schenker Group partners with American Airlines, Inc..
URL: https://finance.yahoo.com/news/db-schenker-american-airlines-cargo-130000081.html

Date: 27/11/2023
Type: Partners With
Event: Infocomm Media Development Authority partners with DB Schenker Group.
URL: https://www.itnews.asia/news/singapore-announces-parnterships-to-develop-5g-solutions-602871",Good,5
