Domains,Industry,Employees,Event Count,Event-split,Class,Discover Overall-Score,Discover - Events
knightfrank.com.my,Real Estate,20000,5,4,0,Good,"Date: 25/04/2023
Type: partners_with
Event: The Group partnered with Knightfrank on Mar 26th '23.
URL: https://www.onlinemarketplaces.com/articles/propertyguru-hires-cpo-helen-snowball/

Date: 10/04/2023
Type: Launches
Event: Knightfrank launches solution that serves financial institutions in Malaysia.
URL: https://www.onlinemarketplaces.com/articles/knight-frank-malaysia-enters-collaboration-with-propertyguru/

Date: 10/04/2023
Type: Launches
Event: Knightfrank launches AMASe—Advanced Mass Appraisal Solutions.
URL: https://www.onlinemarketplaces.com/articles/knight-frank-malaysia-enters-collaboration-with-propertyguru/

Date: 10/04/2023
Type: Partners With
Event: Knightfrank partners with PropertyGuru Pte Ltd.
URL: https://www.onlinemarketplaces.com/articles/knight-frank-malaysia-enters-collaboration-with-propertyguru/

Date: 09/04/2023
Type: Launches
Event: Knightfrank launched AMASe on Apr 10th '23.
URL: https://www.keith.property/2023/04/10/amase-aims-to-ease-property-appraisal-process-for-financial-institutions/"
softexindonesia.com,"Education, Colleges & Universities",5000,2,1,0,Good,"Date: 01/06/2023
Type: partners_with
Event: Kimberly-Clark partners with Softex Indonesia.
URL: https://solarquarter.com/2023/06/02/kimberly-clark-softex-installs-solar-panels-at-its-karawang-manufacturing-facility-with-totalenergies-eneos/

Date: 30/05/2023
Type: Expands Facilities
Event: Softex Indonesia expanded facilities to West Karawang, Indonesia on May 31st '23.
URL: https://solarquarter.com/2023/06/02/kimberly-clark-softex-installs-solar-panels-at-its-karawang-manufacturing-facility-with-totalenergies-eneos/"
ktmb.com.my,Manufacturing,1524,5,4,0,Good,"Date: 17/10/2023
Type: partners_with
Event: Keretapi Tanah Melayu Bhd partners with Deepavali.
URL: https://www.therakyatpost.com/news/2023/10/18/ktmb-offers-extra-ets-tickets-in-conjunction-with-deepavali/

Date: 06/08/2023
Type: Launches
Event: Keretapi Tanah Melayu Bhd launches ETS train services for the Padang Besar-KL Sentral-Padang Besar route.
URL: https://www.ajobthing.com/resources/blog/ktmb-additional-ets-train-services-state-elections-school-holiday

Date: 06/07/2023
Type: Launches
Event: Keretapi Tanah Melayu Bhd will launch Malaysian Family Package discount on Dec 31st '23.
URL: https://www.businesstoday.com.my/2023/07/07/50-discount-on-ets-tickets-to-all-routes-this-july/

Date: 30/05/2023
Type: Partners With
Event: Keretapi Tanah Melayu Bhd partners with Kumpool.
URL: https://southeastasiainfra.com/ride-hailing-service-launched-at-ktmb-rail-stations-in-malaysia/

Date: 29/05/2023
Type: Launches
Event: Keretapi Tanah Melayu Bhd launched ETS trains to service for the northern sector for the upcoming Hari Raya Aidiladha on Jun 30th '23.
URL: https://paultan.org/2023/05/29/ktmb-to-add-four-more-ets-trains-for-2023-hari-raya-aidiladha-24-additional-services-from-june-27-july-2/"
discoverasr.com,Entertainment,5001,5,4,0,Good,"Date: 23/10/2023
Type: launches
Event: The Ascott Limited launches The Grand Mansion Menteng.
URL: https://inclovermag.com/2023/10/23/ascott-introduces-the-grand-mansion-menteng-by-the-crest-collection/

Date: 09/10/2023
Type: Launches
Event: The Ascott Limited launches jewel The George Penang.
URL: https://www.nst.com.my/lifestyle/jom/2023/10/964864/jom-ascott-opens-george-penang-crest-collection

Date: 04/10/2023
Type: Partners With
Event: The Ascott Limited partners with ChopValue.
URL: https://alvinology.com/2023/10/04/chopvalue-and-leading-real-estate-firms-join-forces-to-recycle-12-million-chopsticks/

Date: 03/10/2023
Type: Launches
Event: The Ascott Limited launched series of coffee activations on Oct 1st '23.
URL: https://news.ivankhristravels.com/2023/10/citadines-international-coffee-day.html

Date: 03/10/2023
Type: Launches
Event: The Ascott Limited launches Citadines Roces Quezon City.
URL: https://iconicmnl.com/the-ascott-limited-unveils-citadines-roces-quezon-city/"
unifi.com.my,"Education, Colleges & Universities",5000,5,2,0,Good,"Date: 22/10/2023
Type: partners_with
Event: Unifi TV partners with Football Association of Malaysia.
URL: https://asianwirelesscomms.com/news-details?itemid=6764&post=unifi-mobile-to-stream-home-football-matches-in-vr-742480

Date: 12/09/2023
Type: Partners With
Event: Dentsucreative partnered with Unifi TV on Sep 13th '23.
URL: https://www.brandinginasia.com/telekom-malaysia-appoints-dentsu-creative-as-creative-partner/

Date: 31/08/2023
Type: Partners With
Event: Unifi TV partners with Warner Bros.
URL: https://www.rapidtvnews.com/2023090164149/warner-bros-discovery-unifi-expand-partnership-with-hbo-pack-hbo-go.html

Date: 03/08/2023
Type: Launches
Event: Unifi TV launches Uni5G Air wireless broadband for RM149.
URL: https://www.lowyat.net/2023/304646/unifi-uni5g-air-wireless-broadband/

Date: 21/06/2023
Type: Partners With
Event: Unifi TV partnered with Netflix, Inc. on Jun 22nd '23.
URL: https://soyacincau.com/2023/07/28/netflix-is-finally-available-on-the-unifi-plus-box-heres-how-to-get-it/"
citibank.com.sg,Finance,2680,5,2,0,Good,"Type: *** Discover Insider ***
Event: IT Manager of Citibank, is interested in Recorded demo: Azure-native Backup with   in Singapore.


Date: 01/11/2023
Type: Launches
Event: Citibank Singapore Limited launches overseas spending promotion for PremierMiles cardholders.
URL: https://milelion.com/2023/11/01/citi-premiermiles-card-offering-up-to-4-mpd-for-overseas-spending

Date: 19/10/2023
Type: Has Issues With
Event: Citibank Singapore Limited has issues with employee lawsuit over its firing of an employee for expensing two pasta meals.
URL: https://theankler.com/p/sag-strike-hitting-100-days-as-clooney

Date: 18/10/2023
Type: Has Issues With
Event: Citibank Singapore Limited had issues with unfair and wrongful dismissal on Oct 19th '22.
URL: https://www.dailymail.co.uk/news/article-12637423/Banker-sacked-lying-claiming-sandwiches-coffee-expenses-partner-loses-employment-tribunal-against-Citibank.html?ns_mchannel=rss&ns_campaign=1490&ito=1490

Date: 25/09/2023
Type: Partners With
Event: Digital Walker partners with Citibank Singapore Limited.
URL: https://www.gizguide.com/2023/09/digital-walker-citibank-anniversary-deals.html

Date: 21/09/2023
Type: Launches
Event: Citibank Singapore Limited launches token service.
URL: https://coingeek.com/citi-launches-blockchain-deposit-and-trade-services-here-why-private-blockchains-are-futile/"
sgdi.gov.sg,Government,740,4,3,0,Good,"Date: 14/08/2023
Type: launches
Event: Singapore Government Directory launches The Green Plan.
URL: https://corp.gametize.com/2023/08/14/post-sustainability-series-evolution/?utm_source=rss&utm_medium=rss&utm_campaign=post-sustainability-series-evolution

Date: 28/06/2023
Type: Partners With
Event: Google partnered with Singapore Government Directory on May 29th '23.
URL: https://mb.com.ph/2023/6/29/mark-micallef-appointed-as-managing-director-of-google-cloud-southeast-asia

Date: 06/03/2023
Type: Launches
Event: Singapore Government Directory launched White Paper on Women’s Development on Mar 7th '22.
URL: https://www.usasean.org/press-release/2023/03/07/us-abc-commemorates-international-women%E2%80%99s-day-2023-sme-workshop-digital

Date: 15/12/2022
Type: Launches
Event: Singapore Government Directory launches Biologics Pharma Innovation Programme Singapore.
URL: https://www.pharmaceutical-technology.com/comment/gsk-sanofi-takeda-singapore-biomanufacturing/"
edenfarm.id,"Education, Colleges & Universities",5000,5,1,0,Good,"Date: 09/02/2023
Type: partners_with
Event: Eden Farm partners with Tmi.
URL: https://acv.vc/insights/acv-portfolio-news/edenfarm-pre-series-b-funding/

Date: 31/01/2023
Type: Partners With
Event: Eden Farm partnered with Linkaja on Feb 1st '22.
URL: https://www.itnews.asia/news/indonesias-agri-tech-startup-edenfarm-raises-s18-million-590394

Date: 30/01/2023
Type: Invests Into
Event: Capria Ventures LLC invests into Eden Farm $13.5M.
URL: https://acv.vc/insights/acv-portfolio-news/edenfarm-pre-series-b-funding/

Date: 30/01/2023
Type: Invests Into
Event: AC Ventures invests into Eden Farm $13.5M.
URL: https://www.kitchenherald.com/ac-ventures-doubles-down-on-edenfarm-in-latest-us13-5m-deal/

Date: 30/01/2023
Type: Invests Into
Event: Trihill Capital invests into Eden Farm $13.5M.
URL: https://acv.vc/insights/acv-portfolio-news/edenfarm-pre-series-b-funding/"
um.edu.my,"Education, Colleges & Universities",5000,5,2,0,Good,"Date: 10/09/2023
Type: partners_with
Event: Qisps partnered with Universiti Malaya on Sep 12th '23.
URL: https://www.thehansindia.com/news/cities/vijayawada/qis-educational-institutions-signs-mou-with-malaysian-varsity-820793

Date: 11/08/2023
Type: Launches
Event: Universiti Malaya launched Needs Assessment Tool for Breast Cancer on Aug 11th '23.
URL: https://codeblue.galencentre.org/2023/08/11/um-hkl-launch-malaysias-first-breast-cancer-needs-assessment-tool/

Date: 29/06/2023
Type: Recognized As
Event: Universiti Malaya recognized as No. 70 in the QS World University Ranking 2023 at Times Higher Education World Universities Ranking 2023.
URL: https://blog.limkitsiang.com/2023/06/29/voters-in-the-six-states-in-august-should-vote-for-the-future-to-make-malaysia-world-champions-again-like-making-university-of-malaya-among-the-50-best-universities-in-the-world-instead-of-falling-fo/

Date: 14/06/2023
Type: Is Developing
Event: Universiti Malaya is developing Artificial Intelligence technology.
URL: https://www.prnewswire.com/news-releases/malaysia-and-china-to-collaborate-on-ai-research-for-transborder-blockchain-applications-301850907.html

Date: 14/06/2023
Type: Partners With
Event: Universiti Malaya partners with China Academy of Information and Communication Technology.
URL: https://vsdaily.com/zetrix-universiti-malaya-and-caict-collaborate-to-advance-ai-in-cross-border-trade/"
cyilimited.com,Other,8924,3,3,0,Good,"Date: 19/10/2023
Type: launches
Event: China Yuchai International Limited launches 350-horsepower electric hybrid CVT.
URL: https://www.prnewswire.com/news-releases/yuchai-xin-lan-introduces-a-350-horsepower-electric-hybrid-cvt-powertrain-with-liugong-tractors-301962952.html

Date: 10/08/2023
Type: Launches
Event: China Yuchai International Limited launched half-year Financial Results on Jan 1st '23.
URL: https://www.prnewswire.com/news-releases/china-yuchai-international-announces-unaudited-2023-first-half-year-financial-results-301897506.html

Date: 06/12/2022
Type: Launches
Event: China Yuchai International Limited launches hydrogen engine YCK05.
URL: https://www.loadermarket.com/info/although-some-people-think-the-hydrogen-engine-77714995.html"
bigo.sg,Information Technology,5000,3,3,0,Good,"Date: 09/08/2023
Type: launches
Event: BIGO Technology Pte. Ltd. launched 'Messenger for Business' feature on Jul 10th '23.
URL: https://campaignme.com/empowering-brands-in-mena-bigo-ads-thriving-growth-and-innovations/

Date: 31/07/2023
Type: Launches
Event: BIGO Technology Pte. Ltd. launches DSP platform: BIGO DSP.
URL: https://campaignme.com/bigo-ads-pioneering-innovation-and-growth-in-saudi-arabias-digital-landscape

Date: 26/06/2023
Type: Launches
Event: BIGO Technology Pte. Ltd. launches Singapore-Jordan Incubation Program.
URL: https://theblockchainexaminer.com/blockchain-press-releases/2023/06/27/21504/bigo-unveils-singapore-jordan-incubation-program-to-support-singaporean-startups-2/"
usu.ac.id,"Education, Colleges & Universities",5000,2,1,0,Good,"Date: 05/11/2023
Type: receives_award
Event: University of Sumatera Utara receives award 71st Anniversary Sponsorship and Corporate Social Responsibility.
URL: https://www.usu.ac.id/en/news/usu-receives-sponsorship-and-csr-assistance-from-btn

Date: 18/09/2023
Type: Launches
Event: University of Sumatera Utara launches EQUITY program.
URL: https://www.usu.ac.id/en/news/usu-adds-3-professors-from-the-realm-of-science-and-technolo

Date: 14/03/2023
Type: Partners With
Event: University of Sumatera Utara partners with Wageningen University & Research.
URL: https://www.usu.ac.id/en/news/usu-collaborates-with-wageningen-university-of-research"
hsbc.com.sg,Finance,1490,5,4,0,Good,"Date: 12/10/2023
Type: hires
Event: HSBC Institutional Trust Services (Singapore) Limited will hire Priya Kini as head of commercial banking, HSBC Singapore on Jan 1st '24.
URL: https://www.theasset.com/article/50201/hsbc-singapore-names-commercial-banking-head

Date: 05/10/2023
Type: Receives Award
Event: HSBC Institutional Trust Services (Singapore) Limited receives award three awards at Asiamoney Banking Awards 2023.
URL: https://www.straitstimes.com/business/banking/award-winning-bank-digital-solutions-ai-blockchain-technology-hsbc-singapore

Date: 18/06/2023
Type: Launches
Event: HSBC Institutional Trust Services (Singapore) Limited launched rebranded version of SVB on Jun 18th '23.
URL: https://www.linkedin.com/posts/william-turner-23903830_ltw-innovation-hsbc-activity-7073978454848729088-QlU5

Date: 04/06/2023
Type: Launches
Event: HSBC Institutional Trust Services (Singapore) Limited launched Principles for Sustainable Insurance disclosure on Jun 4th '22.
URL: https://www.independent.com.mt/articles/2023-06-04/business-news/HSBC-Life-Assurance-Malta-Ltd-supporting-a-sustainability-agenda-6736252433

Date: 31/05/2023
Type: Launches
Event: HSBC Institutional Trust Services (Singapore) Limited launched travel credit card on May 1st '23.
URL: https://suitesmile.com/blog/2023/05/11/hsbc-launches-the-new-travelone-credit-card-in-singapore"
sony.com.sg,Manufacturing,1662,5,5,0,Good,"Date: 27/10/2023
Type: launches
Event: Sony Electronics Inc. launches LinkBuds S x Olivia Rodrigo edition.
URL: https://nxtmag.tech/2023/10/27/sony-and-olivia-rodrigo-unveil-limited-edition-linkbuds-s-x-olivia-rodrigo/

Date: 12/10/2023
Type: Launches
Event: Sony Electronics Inc. launches INZONE Buds.
URL: https://thetechrevolutionist.com/2023/10/sony-inzone-buds-price-sg.html?utm_source=rss&utm_medium=rss&utm_campaign=sony-inzone-buds-price-sg

Date: 13/09/2023
Type: Launches
Event: Sony Electronics Inc. launches 16-35mm lens.
URL: https://timesofindia.indiatimes.com/gadgets-news/sony-launches-g-master-fe-16-35-mm-gm-ii-with-fixed-f2-8-aperture/articleshow/103672446.cms

Date: 10/09/2023
Type: Launches
Event: Sony Electronics Inc. launches edition of Horizon Forbidden West for the PlayStation 5.
URL: https://gamingbolt.com/horizon-forbidden-west-complete-edition-rated-for-ps5-in-singapore

Date: 14/08/2023
Type: Launches
Event: Sony Electronics Inc. launches HT-AX7: your portable theatre system for incredible Sound.
URL: https://techcoffeehouse.com/2023/08/15/sony-unveils-ht-ax7-your-portable-theatre-system-for-incredible-sound-anywhere/"
hsbc.com.my,Finance,3969,5,5,0,Good,"Date: 12/09/2023
Type: launches
Event: HSBC Advance Visa Platinum launched rm500m 'New Economy Fund on Aug 13th '23.
URL: https://theedgemalaysia.com/node/682167

Date: 07/09/2023
Type: Launches
Event: HSBC Advance Visa Platinum launches suite of digital wealth services.
URL: https://fintechnews.my/39493/digital-transformation/hsbc-malaysia-enables-in-app-investment-account-opening/

Date: 27/06/2023
Type: Launches
Event: HSBC Advance Visa Platinum launched offerings for bitcoin and ethereum futures ETFs on Jun 26th '23.
URL: https://www.investors.com/news/cathie-woods-ark-invest-calls-blackrock-bitcoin-etf-promising-step-to-acceptance-hsbc-bank-adds-bitcoin-offering/

Date: 17/05/2023
Type: Launches
Event: HSBC Advance Visa Platinum launches HSBC TravelOne Credit Card.
URL: https://www.placesmy.com/hsbc-travelone-credit-card/

Date: 02/05/2023
Type: Hires
Event: HSBC Advance Visa Platinum hired Linda Yip as head of wealth and personal banking on Jun 15th '23.
URL: https://www.thestar.com.my/business/business-news/2023/05/02/linda-yip-is-hsbc-malaysia-head-of-wealth-and-personal-banking"
upsi.edu.my,"Education, Colleges & Universities",1963,2,1,0,Good,"Date: 20/07/2023
Type: launches
Event: Universiti Pendidikan Sultan Idris launched H3C Academy on Jul 21st '23.
URL: https://www.prnewswire.com/apac/news-releases/h3c-partners-with-universiti-pendidikan-sultan-idris-to-launch-industry-leading-computer-networking-program-301882818.html

Date: 19/07/2023
Type: Partners With
Event: H3C Technologies Co., Ltd. partners with Universiti Pendidikan Sultan Idris.
URL: https://www.prnewswire.com/apac/news-releases/h3c-partners-with-universiti-pendidikan-sultan-idris-to-launch-industry-leading-computer-networking-program-301882818.html"
